externalId,tag
b844cd59-f83b-5a4c-8953-5108021076c5,(Keine Auswahl)
950691cf-f4d3-577c-a6a7-cebbed987955,(Keine Auswahl)
1ac8ba4d-39d4-430e-95be-4444a58e5e47,Frankfurt am Main
9e7adf68-3aac-4d47-95f7-07e00f35fb95,(Keine Auswahl)
55e9be1c-68c0-4bbb-8245-370dcb8743da,Berlin
289d1a5a-5802-4d2a-841e-e2df906d2ee7,Damaskus
4b36b504-0dfe-56db-8b00-758c680dfa08,(Keine Auswahl)
fef45be3-23ba-433e-8a5a-cb21c594e9b6,(Keine Auswahl)
f1bf22d6-0a7b-4d24-a909-a641bca06052,(Keine Auswahl)
31be0efe-e8cd-4648-b373-bf2fa6e9a3b7,Kiew
961117f4-833f-59ca-9c14-d378265c63dd,(Keine Auswahl)
fd16d8a9-1583-4476-8e18-e6c5e862ebd9,(Keine Auswahl)
4a6a85fd-fb39-4d9e-9165-a8bc844e756f,(Keine Auswahl)
8fbacb72-df86-42f6-926d-a3e0409a429f,(Keine Auswahl)
84f393be-45d6-4b7e-b777-2cb72d6bf47b,München
7e5544cf-7701-4644-8fbd-a6894f5cbb6f,(Keine Auswahl)
203c8ce6-cb17-400d-b2e6-033915d5dbf0,Magdeburg
40061b52-f0e7-57e9-8921-e2bffac5fa1f,(Keine Auswahl)
1b511040-fa05-54cf-b80d-40899783c3b1,(Keine Auswahl)
f13123bc-40cc-42e2-806f-2b0e9f13cc0d,Moskau
3baec8b7-9b25-4981-a875-b4bfd93ae5de,(Keine Auswahl)
4ec0e47a-7ead-4259-94ac-969eb3366ac4,(Keine Auswahl)
ec599d1a-1da1-475e-a55e-f6096af9a381,Moskau
9a65b9c4-0a24-4ea2-9aee-58135a714e2d,Frankfurt am Main
84df5ea9-04b4-56e0-ae74-7a7d1961f067,(Keine Auswahl)
f9d3ce16-1854-568e-a97c-b3859dc33f3b,(Keine Auswahl)
5af5f94f-ae4d-5e4a-a5d1-c9c4c2abd3e2,(Keine Auswahl)
50970b41-7c45-4c4f-b899-de12b82ce52f,(Keine Auswahl)
d536f676-8e27-539d-bfbb-d4fba8dba0f7,(Keine Auswahl)
91aff63f-c49c-4874-a24f-38d98c05f8c4,(Keine Auswahl)
0175ab43-bd7f-5465-ba5d-52f60c343aa4,(Keine Auswahl)
87ae9964-d3e6-4afc-9947-7501ae42109e,(Keine Auswahl)
c2e7c25e-cd42-4c2f-b5ec-1bdc50da3428,(Keine Auswahl)
6ba98ada-81cf-4c5e-8602-e01533c7182a,Berlin
ab8654d4-5be3-55a8-9fcb-3f38da877390,(Keine Auswahl)
8cdb1068-f631-53fd-81bb-4f180121abad,(Keine Auswahl)
5e4d860b-0106-403a-82c5-c096a6f95048,Magdeburg
39c1ca48-09d3-4b6e-8e96-69321c97f55c,London
15ad8c7a-b93c-5a69-8ee7-9d2764b353e9,(Keine Auswahl)
5038abb6-e1f5-48f0-b9a6-b2ae8d6a09f0,(Keine Auswahl)
e6fc845e-421b-4eb3-8b76-069b71567ed5,(Keine Auswahl)
9e629dc1-738e-4f42-967c-8c6b22224901,Berlin
8bf21c2c-4394-55cf-8264-a791fc1cef67,(Keine Auswahl)
9c7aa0d0-fbcf-4d59-bafb-4de90c0407b5,(Keine Auswahl)
c436827b-6fdc-40f6-ac3e-7314a5092064,Austin
92030604-231a-4409-b423-a29cb00df0d5,(Keine Auswahl)
877b7afa-7167-4603-843c-0426e199a0a5,Washington D.C.
6dd5c091-0a89-4891-a4e1-a2d78290a69a,(Keine Auswahl)
0be3d750-508f-4ad1-a4b3-04fde8fb6840,(Keine Auswahl)
821eb171-fbc2-446a-9b18-8321183b1c38,(Keine Auswahl)
167f8d17-bb09-4d4a-b828-07b4c9135ccc,(Keine Auswahl)
7a8bdcf4-f25f-5241-940c-6e0c93b44104,(Keine Auswahl)
9141977c-894b-4dce-b272-67df10b03329,Berlin
8f775948-07e7-44f4-bbde-2d72396370ea,(Keine Auswahl)
942ff171-0ab7-4485-a63c-1edc83b2a746,Hamburg
42fe7a9c-5c96-54b5-96a5-715304b8bada,(Keine Auswahl)
d65f1a8e-8d46-4653-81b7-d69004884ff7,(Keine Auswahl)
b056da28-0bf7-5bf6-a3f2-3345f0208cc5,(Keine Auswahl)
477e2223-030c-4700-8109-bd4954144b66,(Keine Auswahl)
f0d33816-64cb-5423-ba58-403da07517f5,(Keine Auswahl)
59f743e8-1137-53c9-8412-3089a182a9ad,(Keine Auswahl)
afe28539-479f-4354-9fb8-0bb385047ec1,(Keine Auswahl)
560d3d11-b3c4-4b76-bdd8-dc02f7a6a8bb,(Keine Auswahl)
288f0a07-705d-56c6-8d8c-94c0e391bad0,(Keine Auswahl)
4fd70c64-093a-4b0a-8a32-7662fca67a76,(Keine Auswahl)
f593c4d0-18d1-425c-bb56-0d2e737b8898,(Keine Auswahl)
ea0d6019-e497-503a-8ea9-95ef65ea2bf4,(Keine Auswahl)
e71a568e-2e46-5a2d-b49a-e39057a061da,(Keine Auswahl)
f834e9f1-46df-5bcd-bd7d-7463befff9ae,(Keine Auswahl)
7dbaa5c9-73a1-4b38-82da-96f5bdd26896,(Keine Auswahl)
a8e9d22f-7b08-5125-9ebc-0a5583fe3991,(Keine Auswahl)
8c8473c6-d4fd-516d-9af2-36adca124c92,(Keine Auswahl)
9010915f-5dd1-4f90-9219-95b91aa9a180,Hamburg
aa714b9a-5922-4614-a89a-0e1ed7404df2,Kiew
5f77757d-921a-449e-bd6a-60d000672e2f,Kiew
925abcc1-f1df-4068-a469-81e94e35b923,Brüssel
7fa6108c-b7e9-4f1f-a8cf-0ff2a61ec0ee,Berlin
fe198510-927c-5c2a-9e79-3c6ba86b2fd7,(Keine Auswahl)
527b3ccd-509e-4b9f-90ec-addea0524cee,(Keine Auswahl)
13b24bed-119c-4231-8128-fc5ba3e47f89,(Keine Auswahl)
d8f5e55d-cbbe-46f6-b331-ff4fc88e284d,Hamburg
80c1caa4-aebd-43df-ad71-1060b26c9cf1,Ajaccio
50a87079-dfb8-4539-8b95-b6b4b5244410,Moskau
8cfa3b73-72b7-475a-8882-82b64ec9e68f,(Keine Auswahl)
3f894331-3af4-4ac1-939d-0c89fc5131e5,(Keine Auswahl)
3ce9ca19-517c-52e7-85a5-dbbe11394224,(Keine Auswahl)
f6587713-16e6-507d-8fcc-feea8f671ed1,(Keine Auswahl)
a9481c81-d007-455e-a770-1c34eba0ea6f,(Keine Auswahl)
92daa3af-763b-5729-a207-9cb5aaff7d5b,(Keine Auswahl)
d52cdb0b-00f6-49f8-9cc2-4de3891da91a,(Keine Auswahl)
0dd798cd-3e96-4838-ab38-cfb53d26685b,Kiew
18e535a0-3836-4b47-a291-cd2a3ec734fa,Frankfurt am Main
a0e6eee6-e493-554e-9d0f-0fffae74864f,(Keine Auswahl)
2c5c66eb-559d-5487-b1fe-0d3e71f3f5be,(Keine Auswahl)
82404ff1-d1ff-5c3c-8398-7745fde6c46f,(Keine Auswahl)
53209cba-7a44-4817-a4a7-2156cb16989e,(Keine Auswahl)
9bea7446-8c64-5c61-9c51-2133e345b14f,(Keine Auswahl)
634f3d5b-713c-52ff-9ff2-2aeab25549f2,(Keine Auswahl)
